DESPC,DESSC,DESWC,DESPL,DESPLd,DESPLw,DESSL,DESSLd,DESWLsy,DESWLsyd,DESWLlt,DESWLltd,LDTTRc,LDTTRa,LDMTLD,LDHDD,SYNLE,SYNNP,SYNMEDpos,SYNMEDwrd,SYNMEDlem,SYNSTRUTa,RDFRE,READFKGL,TOKEN_ATTRIBUTE_RATIO_ALHPA,TOKEN_ATTRIBUTE_RATIO_DIGIT,TOKEN_ATTRIBUTE_RATIO_PUNCT,TOKEN_ATTRIBUTE_RATIO_URL,WORD_SET_INCIDENCE_WRDPRP1s,WORD_SET_INCIDENCE_WRDPRP1p,WORD_SET_INCIDENCE_WRDPRP2,WORD_SET_INCIDENCE_WRDPRP3s,WORD_SET_INCIDENCE_WRDPRP3p,WORD_SET_INCIDENCE_CNCCaus,WORD_SET_INCIDENCE_CNCLogic,WORD_SET_INCIDENCE_CNCTemp,WORD_SET_INCIDENCE_CNCAdd,WORD_SET_INCIDENCE_CNCPos,WORD_SET_INCIDENCE_CNCNeg,WORD_PROPERTY_WRDNOUN,WORD_PROPERTY_WRDVERB,WORD_PROPERTY_WRDADJ,WORD_PROPERTY_WRDADV,WORD_PROPERTY_WRDFRQc,WORD_PROPERTY_WRDFRQa,WORD_PROPERTY_WRDFRQmc,WORD_PROPERTY_WRDFAMc,WORD_PROPERTY_WRDCNCc,WORD_PROPERTY_WRDIMGc,WORD_PROPERTY_WRDMEAc,WORD_PROPERTY_WRDPOLc,WORD_PROPERTY_WRDHYPn,WORD_PROPERTY_WRDHYPv,WORD_PROPERTY_WRDHYPnv,WORD_PROPERTY_AOA,WORD_PROPERTY_AOA_MAX,WORD_PROPERTY_CONCRETENESS,WORD_PROPERTY_PREVALENCE,WORD_SET_INCIDENCE_C4_COMMON_WORDS,Polarity,Overall_Sentiment,Positive_Sentiment,Negative_Sentiment,Neutral_Sentiment,Subjectivity
0.4444444444444445,0.0,0.14615384615384613,0.02702702702702703,0.0,0.15114309906858595,0.6821392532795156,0.0,0.9999999999999998,0.5637618218818485,0.9372893029325406,0.24592843301700879,0.568715564738292,0.6030368763557485,0.22257400271860228,0.5268798730585269,0.696969696969697,0.670892494929006,0.683262886999922,1.0,1.0,0.01573894985177751,0.0,1.0,0.8237415969831119,0.0,0.2889408099688472,0.0,0.0,0.17346938775510104,0.0,0.08712715855572947,0.15646258503401275,0.0,0.0,0.0,0.3148688046647222,0.2782931354359918,0.0,0.6160438911439632,0.4697211007815105,0.5521099610275317,0.19666048237476802,0.577237480632228,0.5773609038222829,0.7386979728686689,0.5497167876060134,0.40928411344959925,0.5682061875952975,0.5816918747801618,0.38729945140254646,0.4044045994932761,0.2333333333333333,0.3633587786259541,0.5365975342440541,0.39618644067796627,0.39398630616705566,0.6746478176519304,0.6851982172179216,Fake,0.7783,0.033,0.109,0.858,0.3321428571428572
0.2222222222222222,0.17647058823529413,0.2538461538461539,0.14864864864864863,0.1764705882352941,0.2019475021168501,0.24984863773965688,0.24842866351316864,0.10953153325064413,0.11608787131164322,0.1436505922676945,0.05455833313355363,0.6540805785123969,0.5368763557483733,0.34748097217383117,0.6014879755989977,0.009090909090909094,0.127789046653144,0.6563969905346383,0.6255646243341038,0.6093082313872,0.10022774546786128,0.8504974845075066,0.2170961932639961,0.7055070832160615,0.15945165945165898,0.07954545454545459,0.0,0.11706349206349156,0.0,0.0,0.6776556776556772,0.0,0.19841269841269749,0.28571428571428575,0.14484126984126916,0.24489795918367344,0.28860028860028825,0.158730158730158,0.07761336045672262,0.6498718059516605,0.36586160816140223,0.45887445887445905,0.5859057155365104,0.7372977215262364,0.42715648434824205,0.8497492962464683,0.6545763672428448,0.7020545269900786,0.6675606753429473,0.2963306075975573,0.42064574806730337,0.2789473684210526,0.07200196995813835,0.05709012257137158,0.30932203389830515,0.6129861974858408,0.682585078327925,0.25261813537675615,Fake,0.7763,0.045,0.106,0.849,0.5131117724867724
0.2222222222222222,0.2352941176470588,0.2769230769230769,0.18918918918918914,0.23529411764705885,0.2209991532599492,0.19172552976791118,0.21559447083743746,0.19933039005646558,0.1349055081338738,0.275026335417099,0.04879627114118551,0.5843838267601213,0.6180733583119702,0.3579881898406397,0.7076109551648031,0.10101010101010101,0.3864097363083164,0.5677700841826159,0.8879558445310529,0.8713327047862016,0.11250662835604766,0.8276630101581048,0.19320882330707945,0.6254695562435502,0.07015873015872949,0.4833333333333335,0.0,0.0,0.0,0.0,0.4527972027972026,0.0,0.5681818181818175,0.0,0.27651515151515055,0.23376623376623354,0.41322314049586734,0.0,0.42025097089405783,0.5100093493922893,0.59579366560886,0.5110192837465566,0.5949720464652506,0.5307493714671039,0.16327207724889004,0.6991238818891947,0.4860602306350821,0.6607549314169643,0.5033415406260997,0.2874292961784232,0.5616189176898592,0.15098039215686268,0.4390125060906286,0.197520826417795,0.29760752118644085,0.6859961578303242,0.6549672817331391,0.5463601532567048,Fake,-0.2944,0.15,0.123,0.726,0.39712885154061633
0.2222222222222222,0.17647058823529413,0.30769230769230776,0.14864864864864863,0.1764705882352941,0.24005080440304824,0.3007063572149344,0.18936984309158494,0.1912794580669781,0.1192354554194936,0.14838873382390272,0.05243557033016305,0.17348663732961245,0.32516268980477236,0.21333675115633144,0.5544804849025011,0.045454545454545456,0.4470149662847432,0.3866117878440045,0.8438377022006449,0.8500422554588161,0.06959714382550618,0.7655067784069153,0.3002645517210174,0.8741180682799441,0.0,0.09126984126984153,0.0,0.0,0.0,0.08506493506493462,0.2439560439560434,0.3285714285714283,0.0,0.08571428571428524,0.2607142857142842,0.3673469387755101,0.5844155844155836,0.14285714285714202,0.7843034319837259,0.2816437645838735,0.13640363743033102,0.0,0.379146220283078,0.48527472353462375,0.05948309952999464,0.6966454772062862,0.7148837277768985,0.8182289997099725,0.5156389512703266,0.25168067622264917,0.5588204428586421,0.1461538461538462,0.47981992562145226,0.10119645902883279,0.1472457627118644,0.8148763723747723,0.4260845999993066,0.3670935960591133,Fake,0.6486,0.0,0.032,0.968,0.49722222222222223
0.2222222222222222,0.2941176470588235,0.29615384615384616,0.22972972972972971,0.29411764705882354,0.2209991532599492,0.14761424246792565,0.11095634105845414,0.1393665423077004,0.08488523202342457,0.13967332015846878,0.05562049701653854,0.5557252365552763,0.4031065440093735,0.12669322573199554,0.5051015938976393,0.019480519480519473,0.4261536511156186,0.4293585054068889,0.6776241102711125,0.6904325691959627,0.13524550005889827,0.8942164908874631,0.12532193938879804,0.4973778985278323,0.1431810819565917,0.2018140589569162,0.0,0.0,0.0,0.0,0.0,0.5596107055961073,0.0,0.17518248175182488,0.3996350364963503,0.22523461939520337,0.33178500331785005,0.0,0.333810004392303,0.6193119345052793,0.1405146959636685,0.35169210351692126,0.6091552266996545,0.7757813219487764,0.3340934938138904,0.5564775813880258,0.18428475746412842,0.3333923564999264,0.27111423769883114,0.4269766834831213,0.6666253255612056,0.31333333333333335,0.399818247909851,0.2198400719909448,0.6175847457627122,0.21860380867276108,0.5153203531627817,0.5507341219900999,Fake,0.9531,0.0,0.145,0.855,0.45416666666666666
0.2222222222222222,0.17647058823529413,0.11923076923076925,0.14864864864864863,0.1764705882352941,0.1363251481795089,0.12270433905146316,0.08271216735071124,0.4082258739257114,0.1671385047021493,0.5190571924903313,0.10075329919154302,0.458385311086855,0.6030368763557485,0.28196128972866,0.5591502260863113,0.203030303030303,0.4485656331498116,0.37191374873274574,0.8038505345301994,0.7222222222222219,0.12328595449079616,0.7335927099868295,0.20455874381140643,0.4435976819877747,0.10119047619047608,0.5104166666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13186813186813084,0.4010989010988997,0.1130298273155407,0.2997002997002991,0.0,0.4943793000752119,0.45974352326439427,0.5263217275537603,0.31768231768231725,0.6310867728752734,0.5018168603880722,0.8418235246710215,0.6761020458319997,0.6140574660396598,0.6327163817203658,0.5533207559236399,0.4966037345249233,0.6742575296463427,0.31212121212121213,0.6741076954817412,0.5069526004952507,0.24894067796610186,0.5595295311009405,0.6472593061672853,0.349197928508273,Fake,0.0772,0.168,0.189,0.643,0.45303030303030306
0.4444444444444445,0.17647058823529413,0.2538461538461539,0.14864864864864863,0.1764705882352941,0.2019475021168501,0.24984863773965688,0.2768768389769186,0.6318099417994463,0.33530227007985003,0.6411554556695385,0.17580522562852358,0.4577410468319558,0.5148228488792481,0.2748677288241021,0.6245418446430442,0.16666666666666669,0.26424949290060845,0.5120739975336255,0.6757570235801458,0.6063450154179999,0.1033418016678874,0.5085353998134967,0.4199422021539242,0.7520184544405994,0.0,0.23161764705882334,0.0,0.0,0.4047619047619047,0.0,0.0,0.0,0.19841269841269749,0.09523809523809484,0.14484126984126916,0.3265306122448976,0.5050505050505045,0.158730158730158,0.6010874875137624,0.4481030161610924,0.5223102245689514,0.15295815295815238,0.4880554585586738,0.4943224830639785,0.6441636061754625,0.22268650050835692,0.39260965727386776,0.3830043809436581,0.3015060915166434,0.2405941413932306,0.7736770302290514,0.7000000000000001,0.8878294685294542,0.6628098102712678,0.4661016949152543,0.8203049002053961,0.6835724291383354,0.5111111111111108,Fake,0.6908,0.066,0.108,0.825,0.28701298701298705
0.4444444444444445,0.2352941176470588,0.3384615384615384,0.18918918918918914,0.11764705882352942,0.2569856054191363,0.24016145307769932,0.39832549541055023,0.40642011155320934,0.23939169420423767,0.48588527629380174,0.09112527815526311,0.8054094665664915,0.7961540716421414,0.8631677061517573,0.8595626365497928,0.05555555555555555,0.5052231237322515,0.6173607295039694,0.843181600784944,0.8341915217461708,0.12441599976069714,0.6621030822332173,0.3226097713603203,0.8668730650154797,0.0,0.11111111111111097,0.0,0.09966216216216137,0.0,0.08046683046682986,0.0,0.0,0.675675675675675,0.24324324324324248,0.0,0.13899613899613888,0.49140049140049097,0.0,0.5964894039652882,0.5074066807279146,0.43703868139186397,0.19533169533169478,0.5868259861908109,0.5738593457894394,0.3127815679924022,0.6385063256495771,0.4645834943369651,0.4772354271500543,0.537782858482823,0.48135309727018677,0.5095291248087974,0.3912280701754386,0.4926306517909572,0.22592449978638807,0.19703389830508478,0.3567843109462574,0.7394300236093905,0.5530288909599251,Fake,0.7184,0.06,0.099,0.841,0.36590909090909096
0.4444444444444445,0.2941176470588235,0.24615384615384617,0.22972972972972971,0.29411764705882354,0.20618120237087215,0.11388208159146607,0.18685900132833194,0.5776043285699772,0.3089648781606693,0.5504047605405535,0.173494021551787,0.5862907146329606,0.5230039885242461,0.3901943073782243,0.6358825155104117,0.05411255411255411,0.23580121703853946,0.7725243817405305,0.9160857901733479,0.8453286741461596,0.16293765135942143,0.6281504940580372,0.26142354566856846,0.6780405331225436,0.0,0.4864066193853429,0.0,0.23790322580645143,0.27419354838709653,0.09604105571847447,0.4820099255583127,0.0,0.0,0.38709677419354815,0.14717741935483766,0.3317972350230412,0.4398826979472137,0.0,0.354970216486138,0.5628183361629878,0.3195999205140094,0.5439882697947217,0.5412282911637525,0.6203191243472914,0.6387568654505849,0.3570633061711872,0.27355755607384924,0.4401020257593964,0.4645327705475437,0.22150002739942892,0.3813716978792012,0.2921568627450981,0.2821687218633785,0.38673581040912564,0.5614406779661019,0.22233374793203842,0.3613843901283431,0.4485724879495737,Fake,0.9847,0.016,0.247,0.737,0.42777777777777776
0.1111111111111111,0.11764705882352941,0.24230769230769234,0.1081081081081081,0.11764705882352942,0.20406435224386113,0.35065590312815337,0.08122931929033655,0.4335324547787984,0.2572149534212742,0.47763178976626053,0.13808018463737937,0.6575413223140496,0.5836728215438338,0.34165033488984603,0.6313550985436773,0.4090909090909091,0.383367139959432,0.3549887132707066,0.706097094941033,0.717774281130446,0.057452203985145445,0.5759871818365057,0.4448527635707077,0.7169819974773537,0.0,0.31481481481481455,0.0,0.0,0.0,0.48410938654841085,0.0,0.24932249322493213,0.40650406504065,0.29268292682926816,0.14837398373983726,0.3344947735191635,0.5912786400591273,0.16260162601626,0.5506552240533888,0.5699024685346674,0.376037127927747,0.3917220990391721,0.7113011447294322,0.6729529720128746,0.5222384842155643,0.6154013961605589,0.23749222098239975,0.23973734690866166,0.3575096728807594,0.3946362779299329,0.6986313426924262,0.3392156862745098,0.6147900763358779,0.39956170156783277,0.49682203389830515,0.515308443892355,0.6356913619365354,0.45436875058405746,Fake,-0.3578,0.047,0.034,0.919,0.5201459034792368
